Model,Sampler,Tuning Stage,Threshold,ROC-AUC,Accuracy,F1-Score(1),Precision(1),Recall(1),F1-Score(0),Precision(0),Recall(0),F2-Score(1)
LDA,UnderSampler,Tuned,0.55,0.846558259896489,0.7792352777002511,0.6979763268423063,0.6441155743481325,0.7616666666666667,0.8260391466901253,0.8678373382624769,0.7880822492656315,0.7348448303585785
LDA,UnderSampler,Tuned,0.6,0.846558259896489,0.7940273513815239,0.7014563106796117,0.6816037735849056,0.7225,0.8427780144865786,0.8559065339679792,0.8300461603021402,0.7139328063241107
LDA,UnderSampler,Tuned,0.65,0.846558259896489,0.7959810214903712,0.6864006864006864,0.7073386383731212,0.6666666666666666,0.8488107549120992,0.8368678629690048,0.8610994544691565,0.6744225257123588
Decision Tree,UnderSampler,Baseline,0.35,0.7101986291789062,0.6952274630198158,0.6197771587743732,0.5322966507177034,0.7416666666666667,0.7456916627852818,0.8377812663526949,0.6718422156945028,0.6875772558714462
Decision Tree,UnderSampler,Baseline,0.4,0.7101986291789062,0.6952274630198158,0.6197771587743732,0.5322966507177034,0.7416666666666667,0.7456916627852818,0.8377812663526949,0.6718422156945028,0.6875772558714462
Decision Tree,UnderSampler,Baseline,0.45,0.7101986291789062,0.6952274630198158,0.6197771587743732,0.5322966507177034,0.7416666666666667,0.7456916627852818,0.8377812663526949,0.6718422156945028,0.6875772558714462
Decision Tree,UnderSampler,Baseline,0.5,0.7101986291789062,0.6952274630198158,0.6197771587743732,0.5322966507177034,0.7416666666666667,0.7456916627852818,0.8377812663526949,0.6718422156945028,0.6875772558714462
Decision Tree,UnderSampler,Baseline,0.55,0.7101986291789062,0.6971811331286631,0.6210268948655256,0.534576067348166,0.7408333333333333,0.747850336974204,0.8380208333333333,0.6751993285774234,0.6877611016555779
Decision Tree,UnderSampler,Baseline,0.6,0.7101986291789062,0.6980184203181692,0.6216783216783217,0.5355421686746988,0.7408333333333333,0.7487227124941942,0.8382735309412377,0.6764582459085187,0.6880804953560371
Decision Tree,UnderSampler,Baseline,0.65,0.7101986291789062,0.6980184203181692,0.6216783216783217,0.5355421686746988,0.7408333333333333,0.7487227124941942,0.8382735309412377,0.6764582459085187,0.6880804953560371
Decision Tree,UnderSampler,Tuned,0.35,0.8224300601482724,0.7460228858498466,0.6815955213435969,0.5874547647768396,0.8116666666666666,0.7887650882079852,0.8825974025974026,0.7129668485102811,0.7541034375967792
Decision Tree,UnderSampler,Tuned,0.4,0.8224300601482724,0.7490929388780352,0.6817699115044248,0.5926153846153847,0.8025,0.7929048606311909,0.8789581205311542,0.7221989089383131,0.7494163424124514
Decision Tree,UnderSampler,Tuned,0.45,0.8224300601482724,0.7490929388780352,0.6817699115044248,0.5926153846153847,0.8025,0.7929048606311909,0.8789581205311542,0.7221989089383131,0.7494163424124514
Decision Tree,UnderSampler,Tuned,0.5,0.8224300601482724,0.7490929388780352,0.6817699115044248,0.5926153846153847,0.8025,0.7929048606311909,0.8789581205311542,0.7221989089383131,0.7494163424124514
Decision Tree,UnderSampler,Tuned,0.55,0.8224300601482724,0.7490929388780352,0.6817699115044248,0.5926153846153847,0.8025,0.7929048606311909,0.8789581205311542,0.7221989089383131,0.7494163424124514
Decision Tree,UnderSampler,Tuned,0.6,0.8224300601482724,0.7490929388780352,0.6817699115044248,0.5926153846153847,0.8025,0.7929048606311909,0.8789581205311542,0.7221989089383131,0.7494163424124514
Decision Tree,UnderSampler,Tuned,0.65,0.8224300601482724,0.7585821936924365,0.5659809332664325,0.7112232030264817,0.47,0.8327856176300019,0.7720430107526882,0.9039026437263953,0.5042016806722689
Random Forest,UnderSampler,Baseline,0.35,0.8597858092040845,0.6631314540887524,0.6385145253069782,0.4983637213651239,0.8883333333333333,0.6846093545858375,0.907202216066482,0.5497272345782627,0.7681222078109238
Random Forest,UnderSampler,Baseline,0.4,0.8597858092040845,0.6977393245883338,0.6521040796659171,0.5305802404600104,0.8458333333333333,0.7327905255366395,0.8892215568862275,0.6231640788921528,0.7559958289885297
Random Forest,UnderSampler,Baseline,0.45,0.8597858092040845,0.7295562377895618,0.6680369989722508,0.5671902268760908,0.8125,0.7718389451377443,0.8792918454935622,0.687788501888376,0.747814081914404
Random Forest,UnderSampler,Baseline,0.5,0.8597858092040845,0.7650013954786492,0.687221396731055,0.6199731903485255,0.7708333333333334,0.8118015198927134,0.8684839789574367,0.7620646244229963,0.7350603941513032
Random Forest,UnderSampler,Baseline,0.55,0.8597858092040845,0.8012838403572425,0.7122069523039612,0.6915227629513344,0.7341666666666666,0.8482523444160273,0.8618449545257687,0.8350818296265212,0.7252222588080343
Random Forest,UnderSampler,Baseline,0.6,0.8597858092040845,0.8222160200948926,0.7217125382262997,0.758494031221304,0.6883333333333334,0.8693869181874103,0.8500400962309543,0.8896349139739824,0.7013075224995755
Random Forest,UnderSampler,Baseline,0.65,0.8597858092040845,0.8339380407479765,0.7266881028938906,0.8096212896622313,0.6591666666666667,0.8807376227700942,0.843054489639294,0.921947125472094,0.684611389994807
Random Forest,UnderSampler,Tuned,0.35,0.8350496572947266,0.6357800725648898,0.6176384412540287,0.4762765476728423,0.8783333333333333,0.6522781774580336,0.8934306569343066,0.5136382710868653,0.7514615713674604
Random Forest,UnderSampler,Tuned,0.4,0.8350496572947266,0.6790399106893664,0.627831715210356,0.5132275132275133,0.8083333333333333,0.7178606476938175,0.8641464855286474,0.6139320184641208,0.7249626307922272
Random Forest,UnderSampler,Tuned,0.45,0.8350496572947266,0.7560703321239185,0.6721680420105026,0.6111869031377899,0.7466666666666667,0.8057777777777778,0.8564005668398678,0.760805707091901,0.7149696776252793
Random Forest,UnderSampler,Tuned,0.5,0.8350496572947266,0.7848171922969579,0.6838868388683886,0.6731234866828087,0.695,0.8368944362174741,0.8438566552901023,0.8300461603021402,0.6905116741182314
Random Forest,UnderSampler,Tuned,0.55,0.8350496572947266,0.8046329891152665,0.6995708154506438,0.7212389380530974,0.6791666666666667,0.8552522746071133,0.8430493273542601,0.8678136802349979,0.6871838111298483
Random Forest,UnderSampler,Tuned,0.6,0.8350496572947266,0.8130058610103266,0.6857410881801126,0.7843347639484979,0.6091666666666666,0.8669050456893127,0.8230856280648812,0.9156525388166177,0.6376482903000698
Random Forest,UnderSampler,Tuned,0.65,0.8350496572947266,0.8018420318169132,0.6290491118077325,0.8431372549019608,0.5016666666666667,0.8648134044173648,0.7915650052283025,0.9530004196391104,0.5458832063837504
AdaBoost,UnderSampler,Baseline,0.35,0.8196627150650441,0.481161038236115,0.5602081854743317,0.3911463495209779,0.9866666666666667,0.36747192922762845,0.9712230215827338,0.22660511959714646,0.7563562028874409
AdaBoost,UnderSampler,Baseline,0.4,0.8196627150650441,0.5796818308679877,0.5912052117263844,0.4384057971014493,0.9075,0.5674899483055715,0.8989990900818926,0.414603441040705,0.7475288303130149
AdaBoost,UnderSampler,Baseline,0.45,0.8196627150650441,0.6904828356126151,0.6522420821574161,0.5228758169934641,0.8666666666666667,0.7211465929092281,0.8996235884567126,0.6017624842635334,0.7659449108852555
AdaBoost,UnderSampler,Baseline,0.5,0.8196627150650441,0.7429528328216578,0.631452581032413,0.6073903002309469,0.6575,0.8026569530747804,0.8200525394045534,0.7859840537138061,0.646827348745696
AdaBoost,UnderSampler,Baseline,0.55,0.8196627150650441,0.7750488417527212,0.6226591760299626,0.7104700854700855,0.5541666666666667,0.8397614314115308,0.797884397431054,0.8862778010910617,0.5796722454672245
AdaBoost,UnderSampler,Baseline,0.6,0.8196627150650441,0.7398827797934692,0.42111801242236024,0.8268292682926829,0.2825,0.8322534197264219,0.7286479672234478,0.9702056231640789,0.3253358925143954
AdaBoost,UnderSampler,Baseline,0.65,0.8196627150650441,0.7139268769187831,0.28670842032011135,0.869198312236287,0.17166666666666666,0.8210857043113982,0.702928870292887,0.9869911875786823,0.2044867976970419
AdaBoost,UnderSampler,Tuned,0.35,0.8196627150650441,0.481161038236115,0.5602081854743317,0.3911463495209779,0.9866666666666667,0.36747192922762845,0.9712230215827338,0.22660511959714646,0.7563562028874409
AdaBoost,UnderSampler,Tuned,0.4,0.8196627150650441,0.5796818308679877,0.5912052117263844,0.4384057971014493,0.9075,0.5674899483055715,0.8989990900818926,0.414603441040705,0.7475288303130149
AdaBoost,UnderSampler,Tuned,0.45,0.8196627150650441,0.6904828356126151,0.6522420821574161,0.5228758169934641,0.8666666666666667,0.7211465929092281,0.8996235884567126,0.6017624842635334,0.7659449108852555
AdaBoost,UnderSampler,Tuned,0.5,0.8196627150650441,0.7429528328216578,0.631452581032413,0.6073903002309469,0.6575,0.8026569530747804,0.8200525394045534,0.7859840537138061,0.646827348745696
AdaBoost,UnderSampler,Tuned,0.55,0.8196627150650441,0.7750488417527212,0.6226591760299626,0.7104700854700855,0.5541666666666667,0.8397614314115308,0.797884397431054,0.8862778010910617,0.5796722454672245
AdaBoost,UnderSampler,Tuned,0.6,0.8196627150650441,0.7398827797934692,0.42111801242236024,0.8268292682926829,0.2825,0.8322534197264219,0.7286479672234478,0.9702056231640789,0.3253358925143954
AdaBoost,UnderSampler,Tuned,0.65,0.8196627150650441,0.7139268769187831,0.28670842032011135,0.869198312236287,0.17166666666666666,0.8210857043113982,0.702928870292887,0.9869911875786823,0.2044867976970419
XGBoost,UnderSampler,Baseline,0.35,0.8624952790600082,0.6564331565727044,0.6343926343926344,0.49284725426857406,0.89,0.6759673598315347,0.9067796610169492,0.5388166177087704,0.7664705038036458
XGBoost,UnderSampler,Baseline,0.4,0.8624952790600082,0.6728998046329892,0.6426829268292683,0.5067307692307692,0.8783333333333333,0.6984045290787442,0.9028609447771124,0.5694502727654217,0.7659883720930233
XGBoost,UnderSampler,Baseline,0.45,0.8624952790600082,0.6868545911247558,0.649155722326454,0.5195195195195195,0.865,0.7172379032258065,0.8977917981072555,0.5971464540495174,0.7634598411297441
XGBoost,UnderSampler,Baseline,0.5,0.8624952790600082,0.7044376221043818,0.6593760051463493,0.536930330015715,0.8541666666666666,0.7389696820310574,0.8954599761051374,0.629039026437264,0.763899239827098
XGBoost,UnderSampler,Baseline,0.55,0.8624952790600082,0.7262070890315379,0.6726726726726727,0.5609348914858097,0.84,0.7646917726073399,0.8924972004479284,0.6689047419219472,0.7639836289222374
XGBoost,UnderSampler,Baseline,0.6,0.8624952790600082,0.7382082054144572,0.6772195457673779,0.5767878077373975,0.82,0.77981220657277,0.8849227490676611,0.6970205623164079,0.756225023055641
XGBoost,UnderSampler,Baseline,0.65,0.8624952790600082,0.7574658107730952,0.6870723802664747,0.6049461001902346,0.795,0.8020050125313283,0.8773678963110668,0.7385648342425514,0.7480006272541948
XGBoost,UnderSampler,Tuned,0.35,0.8694063855084627,0.6564331565727044,0.63719422340112,0.49293205654354766,0.9008333333333334,0.6737344288364696,0.9143884892086331,0.5333613092740244,0.772915772915773
XGBoost,UnderSampler,Tuned,0.4,0.8694063855084627,0.7102986324309238,0.6668806161745828,0.5422755741127349,0.8658333333333333,0.7437037037037038,0.9034193161367726,0.6319765002098195,0.7735259082787374
XGBoost,UnderSampler,Tuned,0.45,0.8694063855084627,0.7524420876360591,0.691692735488356,0.5933214072748957,0.8291666666666667,0.7931918862205642,0.8924449108079748,0.7138061267310113,0.7681025165971901
XGBoost,UnderSampler,Tuned,0.5,0.8694063855084627,0.7730951716438739,0.6928598413298074,0.6337249481686248,0.7641666666666667,0.8200929409161319,0.8675093632958801,0.7775912715065044,0.7339522971026092
XGBoost,UnderSampler,Tuned,0.55,0.8694063855084627,0.7948646385710298,0.7072879330943848,0.6773455377574371,0.74,0.8421052631578947,0.8626760563380281,0.8224926563155686,0.7265586647029946
XGBoost,UnderSampler,Tuned,0.6,0.8694063855084627,0.8015629360870778,0.7031315240083508,0.704602510460251,0.7016666666666667,0.8509746384405785,0.8500837520938024,0.8518673940411247,0.7022518765638032
XGBoost,UnderSampler,Tuned,0.65,0.8694063855084627,0.8185877756070332,0.7079964061096137,0.7680311890838206,0.6566666666666666,0.868421052631579,0.83887368009386,0.9001258917331095,0.6762787504291109
LightGBM,UnderSampler,Baseline,0.35,0.8742806686249824,0.6656433156572704,0.637409200968523,0.5004752851711026,0.8775,0.6897980321077162,0.9006085192697769,0.5589592950062946,0.7626013904982619
LightGBM,UnderSampler,Baseline,0.4,0.8742806686249824,0.6773653363103544,0.6405472636815921,0.5109126984126984,0.8583333333333333,0.7073417721518988,0.8915124441608169,0.5862358371800251,0.755575117370892
LightGBM,UnderSampler,Baseline,0.45,0.8742806686249824,0.6890873569634385,0.6467977171845276,0.5220061412487206,0.85,0.7223330009970089,0.8895027624309392,0.6080570709190096,0.7551080840983121
LightGBM,UnderSampler,Baseline,0.5,0.8742806686249824,0.7055540050237231,0.6562398175301402,0.5387907972177635,0.8391666666666666,0.7424945081767147,0.8873978996499416,0.6382710868652959,0.7549857549857549
LightGBM,UnderSampler,Baseline,0.55,0.8742806686249824,0.7278816634105498,0.669155072955548,0.5643961076130509,0.8216666666666667,0.7689025835506044,0.883442265795207,0.6806546370121695,0.7530166488468001
LightGBM,UnderSampler,Baseline,0.6,0.8742806686249824,0.7463019815796819,0.6795911173775114,0.5888821014050092,0.8033333333333333,0.7900207900207901,0.8787255909558068,0.7175828787242972,0.748796022992077
LightGBM,UnderSampler,Baseline,0.65,0.8742806686249824,0.7605358638012838,0.6882267441860465,0.6101804123711341,0.7891666666666667,0.805618486633439,0.8754308222550468,0.746118338229123,0.7454345088161209
LightGBM,UnderSampler,Tuned,0.35,0.8795382221289691,0.5821936924365058,0.6104605776736924,0.4438138479001135,0.9775,0.5495034607282576,0.9712765957446808,0.3831305077633235,0.7879887142281338
LightGBM,UnderSampler,Tuned,0.4,0.8795382221289691,0.6421992743511025,0.6349658314350797,0.48226643598615915,0.9291666666666667,0.6491516146688561,0.9331235247836349,0.49769198489299205,0.7838863892013498
LightGBM,UnderSampler,Tuned,0.45,0.8795382221289691,0.7306726207089032,0.6718803128187691,0.5674899483055715,0.8233333333333334,0.7715976331360946,0.8849077090119435,0.6840117498950902,0.7552362024155328
LightGBM,UnderSampler,Tuned,0.5,0.8795382221289691,0.8015629360870778,0.7212857702861623,0.6809770540340488,0.7666666666666667,0.8459371614301192,0.8745519713261649,0.8191355434326479,0.7478458787189075
LightGBM,UnderSampler,Tuned,0.55,0.8795382221289691,0.8219369243650572,0.7310286677908938,0.7397610921501706,0.7225,0.8669169795577806,0.8618830360846121,0.8720100713386487,0.7258874748827864
LightGBM,UnderSampler,Tuned,0.6,0.8795382221289691,0.8367289980463299,0.7282861124013005,0.8226652675760755,0.6533333333333333,0.8833034111310593,0.8418250950570342,0.9290809903483005,0.6813836259342951
LightGBM,UnderSampler,Tuned,0.65,0.8795382221289691,0.8188668713368685,0.6571579503433703,0.8975468975468975,0.5183333333333333,0.8769201593021051,0.8,0.9702056231640789,0.5661751319861642
CatBoost,UnderSampler,Baseline,0.35,0.8731710728773255,0.6717834217136478,0.6472705458908218,0.5056232427366448,0.8991666666666667,0.6931106471816284,0.9164941338854382,0.5572807385648343,0.7780501874819729
CatBoost,UnderSampler,Baseline,0.4,0.8731710728773255,0.6896455484231091,0.6561533704390847,0.5216322517207473,0.8841666666666667,0.7171922685656155,0.9102646868947708,0.5916911456147713,0.7762657301726661
CatBoost,UnderSampler,Baseline,0.45,0.8731710728773255,0.7024839519955345,0.6574550128534704,0.5350418410041841,0.8525,0.7370498273310311,0.8940754039497307,0.6269408308854385,0.7620679380214541
CatBoost,UnderSampler,Baseline,0.5,0.8731710728773255,0.7192296957856544,0.6651131824234354,0.5537694013303769,0.8325,0.7582892839980778,0.8870151770657673,0.6621905161561058,0.7563597819503332
CatBoost,UnderSampler,Baseline,0.55,0.8731710728773255,0.7359754395757745,0.6737931034482758,0.5747058823529412,0.8141666666666667,0.7782466010314112,0.8815719596388741,0.6966009232060428,0.7515384615384615
CatBoost,UnderSampler,Baseline,0.6,0.8731710728773255,0.7513257047167178,0.6796116504854369,0.5977229601518027,0.7875,0.7968072976054732,0.8726273726273727,0.7331095258078053,0.7404795486600846
CatBoost,UnderSampler,Baseline,0.65,0.8731710728773255,0.7691878314261792,0.6899137607799025,0.6271301976823449,0.7666666666666667,0.8161813736385863,0.8676748582230623,0.7704574066302979,0.7340035104515718
CatBoost,UnderSampler,Tuned,0.35,0.8541892222688487,0.6159642757465811,0.6149972020145495,0.4629317607413648,0.9158333333333334,0.6169265033407573,0.9164598842018197,0.4649601342845153,0.7659604126010594
CatBoost,UnderSampler,Tuned,0.4,0.8541892222688487,0.6765280491208484,0.6443694384780607,0.5099562894609033,0.875,0.7033529562324033,0.9015748031496063,0.5765841376416282,0.7654176993730865
CatBoost,UnderSampler,Tuned,0.45,0.8541892222688487,0.7211833658945018,0.6682165393556958,0.5554942020982883,0.8383333333333334,0.7595667870036101,0.8905191873589164,0.6621905161561058,0.7608531235819089
CatBoost,UnderSampler,Tuned,0.5,0.8541892222688487,0.7912363940831705,0.7041139240506329,0.6701807228915663,0.7416666666666667,0.838723587753342,0.8625277161862528,0.8161980696600923,0.7261749347258486
CatBoost,UnderSampler,Tuned,0.55,0.8541892222688487,0.8210996371755512,0.7182417582417583,0.76,0.6808333333333333,0.8689429564506236,0.8472886762360446,0.8917331095258078,0.6953191489361702
CatBoost,UnderSampler,Tuned,0.6,0.8541892222688487,0.8096567122523025,0.6572864321608041,0.8278481012658228,0.545,0.8682380216383307,0.8045112781954887,0.9429290809903483,0.5849731663685152
CatBoost,UnderSampler,Tuned,0.65,0.8541892222688487,0.7750488417527212,0.5456595264937993,0.8432055749128919,0.4033333333333333,0.8505192878338279,0.7620471917580591,0.9622324800671422,0.4503163379233346
MLPClassifier,UnderSampler,Baseline,0.35,0.8271317666806547,0.7289980463298912,0.6586994727592267,0.5696048632218845,0.7808333333333334,0.7752834991900023,0.8642930856553147,0.702895509861519,0.7269200930954228
MLPClassifier,UnderSampler,Baseline,0.4,0.8271317666806547,0.7345799609265978,0.6476472767691738,0.5830553702468312,0.7283333333333334,0.7871054398925453,0.8435700575815739,0.7377255560218212,0.6937609144308621
MLPClassifier,UnderSampler,Baseline,0.45,0.8271317666806547,0.7449065029305052,0.6532625189681336,0.5995821727019499,0.7175,0.798233995584989,0.8421052631578947,0.7587075115400755,0.6903463758819757
MLPClassifier,UnderSampler,Baseline,0.5,0.8271317666806547,0.7543957577449065,0.6573208722741433,0.6169590643274854,0.7033333333333334,0.8086124401913876,0.8392776523702031,0.7801091061686949,0.6841763942931258
MLPClassifier,UnderSampler,Baseline,0.55,0.8271317666806547,0.7630477253698018,0.6580749093838099,0.6367887763055339,0.6808333333333333,0.8187059577194107,0.8334782608695652,0.80444817456987,0.6715436462271905
MLPClassifier,UnderSampler,Baseline,0.6,0.8271317666806547,0.7697460228858498,0.6586677699627638,0.6540673788003287,0.6633333333333333,0.8262792166771952,0.8292476754015216,0.8233319345362988,0.661459198936347
MLPClassifier,UnderSampler,Baseline,0.65,0.8271317666806547,0.7744906502930505,0.6564625850340136,0.6701388888888888,0.6433333333333333,0.8321562110511009,0.8239407651172357,0.8405371380612673,0.6485215053763441
MLPClassifier,UnderSampler,Tuned,0.35,0.8453507483564136,0.7298353335193971,0.6725304465493911,0.5660592255125285,0.8283333333333334,0.7700712589073634,0.8872468527640941,0.6802349979018044,0.7580841976815131
MLPClassifier,UnderSampler,Tuned,0.4,0.8453507483564136,0.7407200669829752,0.6766446223459798,0.5809922295277944,0.81,0.7836012112741673,0.8806282722513089,0.7058329836340747,0.7508110613316855
MLPClassifier,UnderSampler,Tuned,0.45,0.8453507483564136,0.7482556516885291,0.6724763979665941,0.5958815958815958,0.7716666666666666,0.7955575702629193,0.8649581074420897,0.7364666386907259,0.7286748504878816
MLPClassifier,UnderSampler,Tuned,0.5,0.8453507483564136,0.7655595869383198,0.6834966088922382,0.6237964236588721,0.7558333333333334,0.8138297872340425,0.8623767026773133,0.7704574066302979,0.7251359130156699
MLPClassifier,UnderSampler,Tuned,0.55,0.8453507483564136,0.7786770862405805,0.6903553299492385,0.6495224099926524,0.7366666666666667,0.8277958740499457,0.8577857785778578,0.7998321443558539,0.7174160038954716
MLPClassifier,UnderSampler,Tuned,0.6,0.8453507483564136,0.7859335752162991,0.6868109432421396,0.6733386709367494,0.7008333333333333,0.8373966504133984,0.8461868037703514,0.8287872429710449,0.6951562241692841
MLPClassifier,UnderSampler,Tuned,0.65,0.8453507483564136,0.7912363940831705,0.6797945205479452,0.698943661971831,0.6616666666666666,0.8451345755693582,0.8340825500612995,0.8564834242551406,0.668800539083558
